AGENCY_NAME,data_year,Aggravated Assault,All Other Offenses (Except Traffic),Arson,Burglary,Curfew and Loitering Law Violations,Disorderly Conduct,Driving Under the Influence,Drug Abuse Violations - Grand Total,Drunkenness,Embezzlement,Forgery and Counterfeiting,Fraud,Gambling - Total,Human Trafficking - Commercial Sex Acts,Human Trafficking - Involuntary Servitude,Larceny - Theft,Liquor Laws,Manslaughter by Negligence,Motor Vehicle Theft,Murder and Nonnegligent Manslaughter,Offenses Against the Family and Children,Prostitution and Commercialized Vice,Rape,Robbery,Simple Assault,"Stolen Property: Buying, Receiving, Possessing",Suspicion,Vagrancy,Vandalism,"Weapons: Carrying, Possessing, Etc.","Sex Offenses (Except Rape, and Prostitution and Commercialized Vice)"
Paradise Police Department,2018,39,579,2,15,0,5,71,158,64,1,2,6,0,0,0,8,3,0,8,1,0,0,1,0,104,8,0,6,18,19,8
Paradise Police Department,2019,13,340,1,5,0,0,29,104,10,0,1,2,0,0,0,3,1,0,4,0,0,0,0,1,14,10,0,7,5,5,2
Paradise Police Department,2020,14,262,0,2,0,0,43,216,19,0,3,3,0,0,0,8,1,0,6,0,0,1,0,0,24,7,0,10,2,19,1
Paradise Police Department,2022,6,128,1,3,0,40,48,133,1,0,0,21,0,0,0,4,0,0,3,0,0,0,1,0,28,8,0,2,4,22,0
Parlier Police Department,2017,34,130,0,4,0,3,37,52,1,0,1,3,0,0,0,2,3,0,3,0,0,0,2,7,47,10,0,0,6,11,9
Parlier Police Department,2018,63,361,0,7,0,3,102,135,3,1,2,0,0,0,0,8,7,0,4,0,0,0,3,3,58,12,0,0,9,18,6
Parlier Police Department,2019,52,138,0,6,0,7,62,105,13,1,0,3,0,0,0,5,8,0,3,0,0,0,0,6,63,4,0,0,5,14,5
Parlier Police Department,2020,53,90,1,6,0,5,35,78,10,0,2,3,0,0,0,5,3,0,2,0,0,0,0,1,57,6,0,0,4,18,2
Parlier Police Department,2022,48,200,2,1,0,1,45,95,4,0,0,1,0,0,0,4,0,0,1,0,0,0,0,2,56,3,0,0,7,37,6
Pasadena Community College Police Department,2017,0,4,0,2,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,3,1,2
Pasadena Community College Police Department,2018,0,4,0,0,0,7,0,8,2,0,0,1,0,0,0,2,1,0,2,0,0,0,0,1,6,3,0,1,0,2,0
Pasadena Community College Police Department,2019,1,1,0,0,0,4,0,11,0,0,0,3,0,0,0,2,2,0,1,0,0,0,0,0,5,0,0,0,1,1,1
Pasadena Community College Police Department,2020,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pasadena Community College Police Department,2022,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,1,1
Pasadena Police Department,2017,337,1383,10,241,0,25,201,620,651,2,7,24,0,0,0,188,3,2,60,16,3,1,10,99,266,22,0,27,76,73,30
Pasadena Police Department,2018,314,1598,9,242,0,14,192,530,567,1,8,17,0,0,0,215,2,2,57,16,2,2,9,96,255,25,0,22,46,61,39
Pasadena Police Department,2019,371,1788,19,202,0,26,223,530,564,0,3,9,0,0,0,234,1,1,28,6,1,4,5,55,248,10,0,4,45,54,28
Pasadena Police Department,2020,308,913,12,122,0,23,141,359,244,0,6,14,0,0,0,146,0,0,59,6,0,1,7,27,189,18,0,2,59,45,17
Pasadena Police Department,2022,241,583,20,66,0,142,185,187,97,6,10,14,0,0,0,185,3,0,21,6,0,0,3,43,271,6,0,3,87,91,14
Paso Robles Police Department,2017,68,394,0,107,0,9,133,639,152,1,4,9,0,0,0,33,2,0,11,0,0,0,5,5,75,17,0,4,11,11,9
Paso Robles Police Department,2018,52,342,0,55,0,4,157,401,101,1,2,5,0,0,0,35,0,0,2,0,0,0,5,7,72,13,0,4,9,7,6
Paso Robles Police Department,2019,81,389,0,63,0,8,221,407,134,0,5,11,0,0,0,50,1,0,5,0,0,0,6,4,73,7,0,1,11,22,5
Paso Robles Police Department,2020,67,314,3,29,0,1,248,322,72,0,5,6,0,0,0,21,3,0,10,2,0,0,2,1,61,5,0,1,7,21,9
Paso Robles Police Department,2022,100,404,3,27,0,37,342,338,116,0,3,5,0,0,0,26,1,0,9,1,3,0,7,5,77,19,0,0,21,29,7
Petaluma Police Department,2017,128,455,3,65,0,17,197,377,115,1,4,8,0,0,0,49,14,0,6,1,2,0,2,16,152,25,0,19,26,26,10
Petaluma Police Department,2018,100,593,1,74,0,8,220,403,104,0,3,5,0,0,0,35,12,0,7,2,0,0,4,9,141,16,0,47,19,27,8
Petaluma Police Department,2019,105,554,0,56,0,7,191,429,97,1,5,2,0,0,0,32,7,0,6,0,1,0,3,13,134,11,0,19,26,31,11
Petaluma Police Department,2020,95,401,1,14,0,4,68,142,41,1,0,0,0,0,0,20,3,2,9,0,1,2,6,10,100,6,0,2,20,10,3
Petaluma Police Department,2022,66,532,0,8,0,49,237,130,9,0,2,18,0,0,0,29,0,0,10,2,2,0,1,22,153,5,0,1,30,20,2
Piedmont Police Department,2017,4,11,0,4,0,0,12,34,5,0,1,1,0,0,0,5,1,0,29,0,0,0,0,0,3,2,0,1,0,3,1
Piedmont Police Department,2018,4,6,0,9,0,0,14,31,2,1,0,1,0,0,0,1,0,0,15,0,0,0,2,2,7,0,0,1,0,4,0
Piedmont Police Department,2019,0,3,0,4,0,0,13,21,5,1,0,0,0,0,0,8,0,0,15,0,0,0,0,2,6,0,0,0,0,3,0
Piedmont Police Department,2020,0,9,0,2,0,0,7,15,0,0,0,0,0,0,0,3,0,0,21,0,0,0,0,1,2,7,0,0,1,0,0
Piedmont Police Department,2022,3,8,0,2,0,0,20,9,0,1,0,3,0,0,0,9,0,0,17,0,0,0,1,2,5,0,0,0,0,4,0
Pinole Police Department,2017,32,114,0,9,0,2,28,58,12,1,6,5,0,0,0,122,0,0,19,0,0,0,3,16,31,4,0,0,5,16,0
Pinole Police Department,2018,32,196,0,18,0,2,43,141,19,2,7,5,0,0,0,65,0,0,16,1,1,0,0,8,27,2,0,0,5,13,5
Pinole Police Department,2019,21,123,0,7,0,2,38,53,13,1,2,4,0,0,0,49,5,0,4,0,0,0,1,4,25,4,0,2,1,7,1
Pinole Police Department,2020,18,70,0,6,0,1,24,46,9,2,2,3,0,0,0,22,0,0,17,0,0,0,0,0,13,12,0,0,4,6,5
Pinole Police Department,2022,14,37,3,3,0,9,18,25,0,1,1,1,0,0,0,41,0,0,3,0,0,0,0,6,33,19,0,0,10,7,0
Pismo Beach Police Department,2017,26,203,0,6,0,0,102,172,138,1,12,16,0,0,0,34,11,0,4,0,0,0,2,3,33,8,0,3,5,11,2
Pismo Beach Police Department,2018,22,259,1,6,0,0,145,184,143,0,34,31,0,0,0,38,10,0,7,0,0,0,2,0,33,9,0,3,2,24,3
Pismo Beach Police Department,2019,16,234,0,5,0,0,174,174,137,0,31,19,0,0,0,29,0,0,6,0,0,0,1,3,29,11,0,1,4,20,1
Pismo Beach Police Department,2020,32,385,1,2,0,0,165,264,107,0,75,8,0,0,0,16,4,0,7,0,0,0,0,0,26,18,0,4,15,17,1
Pismo Beach Police Department,2022,23,576,0,2,0,0,93,249,95,0,54,4,0,0,0,20,10,0,8,0,0,0,1,5,33,3,0,2,13,29,7
Pittsburg Police Department,2017,190,322,4,41,0,2,80,433,35,5,20,10,0,0,0,56,0,0,176,13,0,1,3,50,177,26,0,0,15,66,12
Pittsburg Police Department,2018,188,281,6,37,0,0,97,345,61,3,5,4,1,0,0,36,0,0,98,2,0,0,16,50,218,15,0,0,13,73,17
Pittsburg Police Department,2019,228,316,8,27,0,1,140,402,57,5,6,11,2,0,0,48,5,1,96,5,0,7,3,52,266,29,0,0,31,62,23
Pittsburg Police Department,2020,223,168,2,49,0,0,113,210,17,3,2,4,0,0,0,38,0,0,76,9,0,10,9,27,183,3,0,0,30,66,14
Pittsburg Police Department,2022,108,207,7,46,0,18,119,279,9,6,8,8,0,2,0,64,0,0,76,2,1,5,5,28,132,24,0,0,28,162,4
Placentia Police Department,2017,49,177,1,35,7,1,132,260,40,0,2,5,0,0,0,24,20,0,13,1,0,0,0,15,78,12,0,1,18,22,2
Placentia Police Department,2018,83,320,0,23,0,4,124,234,4,0,3,4,0,0,0,17,13,0,6,0,0,0,2,4,84,11,0,4,14,21,6
Placentia Police Department,2019,87,410,0,20,0,0,104,213,8,0,3,2,0,0,0,11,3,0,8,2,0,0,1,12,89,18,0,0,16,18,6
Placentia Police Department,2020,86,271,2,24,0,1,65,245,13,0,5,6,0,0,0,21,6,0,10,0,0,0,0,16,88,14,0,0,26,26,3
Placentia Police Department,2021,75,422,1,12,0,15,88,201,0,0,6,20,0,0,0,9,0,0,3,0,0,0,1,2,84,18,0,3,22,49,3
Placentia Police Department,2022,51,510,0,16,0,4,94,153,0,2,8,16,0,0,0,18,0,0,19,0,0,0,0,8,68,31,0,3,20,34,3
Placer County Sheriff's Department,2017,235,2252,2,117,1,3,168,722,575,7,18,58,19,0,0,155,60,0,51,4,0,2,9,32,137,54,0,2,37,85,24
Placer County Sheriff's Department,2018,196,1862,5,138,0,5,89,535,452,2,20,21,21,0,0,105,58,0,20,1,0,11,4,19,153,31,0,3,27,83,29
Placer County Sheriff's Department,2019,229,1633,4,102,0,3,68,567,466,10,25,38,40,0,0,109,15,0,28,1,0,41,7,26,167,26,0,5,44,74,25
Placer County Sheriff's Department,2020,257,1275,3,101,0,6,71,564,322,1,10,13,56,0,0,100,1,0,35,2,2,4,6,33,147,27,0,2,37,81,19
Placer County Sheriff's Department,2022,172,1030,9,69,0,2,38,506,232,3,9,33,59,0,0,108,23,0,26,3,0,4,5,9,161,31,0,6,31,81,30
Placerville Police Department,2017,33,89,0,28,0,0,70,165,77,0,2,5,0,0,0,13,4,0,8,0,0,0,0,3,37,8,0,0,10,7,6
Placerville Police Department,2018,38,116,0,19,0,1,81,151,84,0,0,4,0,0,0,15,1,0,6,0,0,0,1,3,46,2,0,1,10,5,4
Placerville Police Department,2019,39,77,0,13,0,0,86,148,75,0,3,2,0,0,0,13,2,0,5,0,0,0,1,4,37,3,0,2,13,9,2
Placerville Police Department,2020,44,163,1,13,0,0,70,148,62,1,4,3,0,0,0,7,0,0,9,0,1,0,0,5,30,7,0,0,8,6,3
Placerville Police Department,2021,19,111,3,9,0,69,64,82,0,0,4,5,0,0,0,7,1,0,3,0,0,0,0,0,25,0,0,1,13,11,0
Placerville Police Department,2022,17,179,3,3,0,93,86,118,0,0,4,4,0,0,0,29,1,0,0,0,0,0,0,5,63,6,0,1,10,20,0
Pleasant Hill Police Department,2017,42,177,1,28,0,0,121,240,50,5,8,13,0,0,0,155,2,0,20,0,0,2,3,9,67,22,0,0,16,11,2
Pleasant Hill Police Department,2018,30,178,1,22,0,0,85,303,47,5,2,12,0,0,0,119,0,0,27,3,0,0,0,19,58,36,0,0,17,24,4
Pleasant Hill Police Department,2019,28,188,2,15,0,0,83,221,71,7,3,9,0,0,0,119,0,0,36,1,0,0,1,19,78,34,0,2,10,15,5
Pleasant Hill Police Department,2020,26,131,2,29,0,0,54,257,40,5,5,3,0,0,0,72,1,0,37,0,0,0,1,17,46,70,0,3,7,13,9
Pleasant Hill Police Department,2022,20,117,1,9,0,34,58,107,1,0,4,15,0,0,0,121,0,0,6,0,0,0,2,9,43,53,0,4,10,20,0
Pleasanton Police Department,2017,60,103,3,150,0,0,104,216,156,4,4,11,0,0,0,205,6,0,13,0,0,2,2,17,55,27,0,8,13,18,8
Pleasanton Police Department,2018,45,118,0,121,0,4,113,342,120,6,0,11,0,0,0,188,2,0,7,0,0,10,2,25,71,27,0,7,4,19,9
Pleasanton Police Department,2019,46,125,0,122,0,1,153,334,158,7,0,2,0,0,0,157,3,0,8,0,0,7,0,20,86,28,0,1,18,19,9
Pleasanton Police Department,2020,56,92,2,87,0,0,91,329,67,10,0,3,0,0,0,92,1,0,13,5,0,0,0,15,82,33,0,6,8,29,8
Pleasanton Police Department,2022,55,116,1,52,0,2,83,224,63,0,2,3,0,0,0,103,0,0,6,0,0,0,1,3,82,36,0,6,8,23,5
Plumas County Sheriff's Department,2017,89,164,2,29,0,1,16,258,123,0,1,4,0,0,0,12,1,0,0,0,0,0,3,2,50,9,0,0,7,12,4
Plumas County Sheriff's Department,2018,70,182,1,15,2,6,15,251,87,0,0,0,0,0,0,14,16,0,1,0,0,0,1,1,52,12,0,0,9,25,7
Plumas County Sheriff's Department,2019,60,220,0,18,3,3,21,173,78,0,0,2,0,0,0,6,2,0,4,1,0,0,1,3,60,11,0,0,11,17,7
Plumas County Sheriff's Department,2020,59,166,1,6,0,3,12,161,43,1,2,1,0,0,0,13,6,0,1,1,1,0,0,0,48,6,0,0,9,11,4
Plumas County Sheriff's Department,2022,58,147,2,6,0,1,19,168,44,0,5,0,0,0,0,6,0,0,2,0,0,0,1,1,59,13,0,0,11,18,5
Pomona Police Department,2017,371,788,4,168,0,4,249,449,691,0,4,12,0,0,0,45,0,0,122,12,2,197,17,96,266,29,0,1,57,89,21
Pomona Police Department,2018,307,762,1,126,0,2,251,321,607,3,4,9,0,0,0,32,6,2,107,21,0,265,7,79,273,24,0,0,53,103,17
Pomona Police Department,2019,373,1283,2,172,0,4,287,295,754,1,1,8,0,0,0,37,1,1,94,7,2,240,10,84,290,25,0,3,59,118,43
Pomona Police Department,2020,319,957,4,114,0,2,259,239,533,3,2,5,19,0,0,33,2,0,76,8,0,310,15,58,250,33,0,0,82,152,39
Pomona Police Department,2022,259,317,3,55,0,2,89,52,249,0,0,4,0,0,0,10,15,2,67,7,0,231,8,40,162,40,0,0,61,61,24
Port Hueneme Police Department,2017,22,259,0,35,3,2,33,292,78,0,2,4,0,0,0,30,4,0,13,1,0,0,1,4,64,11,0,5,16,11,6
Port Hueneme Police Department,2018,31,231,1,30,1,0,30,226,0,0,1,5,0,0,0,36,1,1,12,2,0,0,2,9,56,2,0,13,32,15,8
Port Hueneme Police Department,2019,24,199,0,14,1,4,29,220,0,0,1,5,0,0,0,23,2,0,9,0,1,0,1,4,60,1,0,0,20,9,9
Port Hueneme Police Department,2020,25,166,0,13,2,1,22,257,0,0,1,2,0,0,0,27,2,0,54,0,0,0,1,5,76,3,0,0,37,12,1
Port Hueneme Police Department,2022,33,355,1,17,0,0,49,130,0,0,1,3,0,0,0,22,6,0,50,2,0,0,3,3,65,2,0,0,17,9,6
Porterville Police Department,2017,285,791,4,157,0,7,123,675,213,2,15,16,0,0,0,148,17,0,29,7,1,8,6,28,228,41,0,2,53,85,43
Porterville Police Department,2018,271,976,1,165,3,9,138,775,172,4,26,29,0,0,0,66,13,0,42,5,3,0,9,32,186,79,0,1,33,105,38
Porterville Police Department,2019,300,1202,4,146,5,12,200,875,213,3,32,54,2,0,0,60,6,0,39,4,1,0,8,26,229,50,0,0,40,96,32
Porterville Police Department,2020,260,1016,6,82,0,7,242,973,261,5,23,32,0,0,0,44,4,1,38,4,7,0,5,33,232,26,0,0,16,113,29
Porterville Police Department,2021,108,380,5,35,0,65,133,941,0,0,42,50,0,0,0,49,2,0,18,2,0,0,7,14,244,44,0,1,39,47,9
Porterville Police Department,2022,122,403,3,20,0,228,180,606,0,3,41,56,0,0,0,50,3,0,19,5,2,0,5,28,286,63,0,2,54,66,7
RIVERSIDE COMMUNITY COLLEGE POLICE DEPARTMENT,2017,0,57,1,3,0,5,12,16,5,0,0,1,0,0,0,1,3,0,1,0,0,0,1,0,5,0,0,0,4,3,2
RIVERSIDE COMMUNITY COLLEGE POLICE DEPARTMENT,2018,3,51,0,0,0,2,6,23,0,0,1,8,0,0,0,0,5,0,1,0,0,0,1,0,4,2,0,0,1,11,1
RIVERSIDE COMMUNITY COLLEGE POLICE DEPARTMENT,2019,2,80,0,0,0,4,25,36,1,0,0,1,0,0,0,1,4,0,1,0,0,0,0,2,3,0,0,0,2,12,1
RIVERSIDE COMMUNITY COLLEGE POLICE DEPARTMENT,2020,0,59,1,4,0,0,0,7,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,2,0,0,0,5,0
RIVERSIDE COMMUNITY COLLEGE POLICE DEPARTMENT,2022,3,45,0,0,0,2,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,3,1
Red Bluff Police Department,2017,79,196,0,85,0,4,99,204,165,1,4,8,0,0,0,120,2,0,2,0,0,0,5,7,116,47,0,8,12,38,21
Red Bluff Police Department,2018,80,216,2,74,0,5,100,176,157,1,3,7,0,0,0,93,0,0,2,1,0,0,5,8,164,49,0,14,8,40,23
Red Bluff Police Department,2019,82,175,4,65,0,5,136,133,109,0,0,3,0,0,0,80,1,0,5,1,0,0,0,6,148,25,0,12,22,33,19
Red Bluff Police Department,2020,67,130,9,68,0,14,60,164,74,0,1,5,0,0,0,68,0,0,1,1,0,0,3,9,102,21,0,7,34,25,14
Red Bluff Police Department,2021,25,123,7,9,0,93,61,71,0,0,2,8,0,0,0,27,0,0,4,0,0,0,1,6,58,16,0,2,13,26,0
Red Bluff Police Department,2022,21,159,8,6,0,145,94,107,0,0,3,22,0,0,0,50,0,0,13,0,0,0,2,10,96,23,0,8,27,39,1
Redding Police Department,2017,425,5107,4,160,1,23,354,1064,580,2,9,24,0,0,0,222,8,1,33,10,0,6,12,72,372,191,0,14,65,192,41
Redding Police Department,2018,366,4354,7,160,0,14,390,1008,409,2,9,35,0,0,0,156,29,2,28,6,3,1,12,60,373,136,0,23,75,176,38
Redding Police Department,2019,431,2509,8,194,0,19,357,1461,380,1,16,27,0,0,0,155,12,0,64,5,1,0,8,72,373,177,0,18,51,207,41
Redding Police Department,2020,382,3044,7,124,0,6,288,1840,335,0,13,32,0,0,0,129,34,2,45,4,5,0,14,45,269,96,0,9,91,186,45
Redding Police Department,2022,361,3331,9,121,0,4,275,1677,479,3,11,26,0,0,0,165,8,0,25,1,0,0,7,43,346,161,0,14,80,176,43
Redlands Police Department,2017,126,220,3,89,0,7,120,916,3,3,2,16,0,0,0,135,7,0,18,4,1,1,2,44,136,51,0,4,26,45,22
Redlands Police Department,2018,170,286,6,57,0,3,169,912,1,4,6,13,0,0,0,102,10,0,23,5,3,2,10,39,192,32,0,0,34,32,24
Redlands Police Department,2019,136,267,3,61,0,2,244,982,0,2,1,15,0,0,0,112,15,0,21,0,2,1,3,37,200,35,0,0,26,47,24
Redlands Police Department,2020,139,139,2,48,0,2,158,687,20,3,4,9,0,0,0,47,20,0,29,2,2,0,7,37,149,34,0,1,29,57,10
Redlands Police Department,2021,56,232,0,18,0,63,166,368,0,0,3,17,0,0,0,42,8,0,8,4,0,0,5,34,145,28,0,0,29,35,3
Redlands Police Department,2022,37,276,3,24,0,145,159,371,0,3,9,22,0,0,0,48,8,0,14,2,0,0,4,33,212,56,0,8,28,41,0
Redondo Beach Police Department,2017,76,332,0,64,3,0,264,306,421,0,10,11,0,0,0,196,0,0,25,0,0,1,2,34,134,19,0,1,30,34,15
Redondo Beach Police Department,2018,73,316,7,42,0,2,222,342,377,0,14,12,0,0,0,213,1,1,35,5,0,1,2,21,160,23,0,7,26,38,10
Redondo Beach Police Department,2019,80,289,2,41,4,1,178,306,373,1,7,5,0,0,0,166,2,0,45,0,0,0,2,26,131,19,0,2,23,26,16
Redondo Beach Police Department,2020,70,183,1,47,0,2,151,180,258,0,5,7,0,0,0,130,0,0,54,1,0,0,2,35,108,18,0,0,20,44,15
Redondo Beach Police Department,2022,95,210,0,33,0,340,266,168,47,0,1,34,0,0,0,152,0,0,22,0,0,1,1,32,104,18,0,0,17,42,5
Redwood City Police Department,2017,132,301,5,129,0,12,157,359,266,1,6,5,0,0,0,54,8,0,8,0,0,18,5,28,127,9,0,0,25,40,13
Redwood City Police Department,2018,134,253,3,99,0,9,200,248,310,3,2,6,0,0,0,34,15,0,13,0,0,6,1,15,106,9,0,9,20,18,13
Redwood City Police Department,2019,141,319,3,74,0,5,135,357,256,4,0,10,0,0,0,47,8,0,8,0,0,1,2,23,117,7,0,1,21,25,13
Redwood City Police Department,2020,135,203,2,63,0,0,68,234,128,0,2,2,0,0,0,28,2,0,10,0,0,0,5,19,116,19,0,0,20,24,24
Redwood City Police Department,2022,120,268,5,14,0,59,126,311,56,2,1,16,0,0,0,35,2,0,15,4,0,9,6,22,145,15,0,2,35,34,12
Reedley Police Department,2017,104,903,2,18,0,2,103,239,0,0,0,2,0,0,0,10,3,0,5,0,0,1,1,9,60,21,0,0,13,26,9
Reedley Police Department,2018,91,723,0,17,0,1,123,196,0,1,6,3,0,0,0,9,5,0,3,0,0,0,4,5,88,14,0,1,11,28,12
Reedley Police Department,2019,87,432,1,17,0,0,123,156,42,1,2,6,0,0,0,10,3,0,2,0,2,0,1,8,92,6,0,1,6,30,10
Reedley Police Department,2020,73,413,0,8,0,1,123,235,14,0,4,7,0,0,0,9,1,0,4,0,0,0,1,5,94,9,0,1,9,25,7
Reedley Police Department,2022,73,453,4,5,0,3,122,209,1,0,2,6,0,0,0,7,13,0,5,2,0,0,2,5,67,14,0,0,7,34,10
Rialto Police Department,2017,299,184,0,66,0,2,301,497,48,4,10,9,0,0,0,51,0,0,49,4,0,0,10,54,183,49,0,0,33,72,17
Rialto Police Department,2018,328,135,5,82,0,3,329,528,30,6,7,6,0,0,0,57,33,1,58,2,0,0,15,58,215,33,0,0,41,51,24
Rialto Police Department,2019,313,223,8,149,0,13,319,718,37,0,10,20,1,0,0,97,31,0,63,3,2,0,15,51,275,28,0,4,63,75,24
Rialto Police Department,2020,315,281,5,146,0,3,326,936,47,8,5,10,0,0,0,90,1,0,72,1,3,0,10,47,227,42,0,2,74,97,38
Rialto Police Department,2022,413,626,6,125,0,6,582,895,87,18,15,16,0,0,0,133,3,0,88,1,0,1,10,76,314,64,0,3,76,112,59
Richmond Police Department,2017,275,307,1,63,0,3,149,139,19,1,4,9,1,0,0,32,1,0,73,4,5,69,3,45,131,12,0,10,17,82,9
Richmond Police Department,2018,280,409,4,53,0,4,161,173,16,1,4,5,0,0,0,34,0,0,79,4,0,64,12,58,223,15,0,1,26,159,15
Richmond Police Department,2019,330,445,3,76,0,3,218,221,24,5,2,10,0,0,0,45,0,0,81,3,1,33,5,67,265,14,0,4,54,157,17
Richmond Police Department,2020,327,342,6,66,0,5,210,75,4,4,4,1,0,0,0,26,0,1,85,6,0,2,3,49,217,18,0,2,44,132,9
Richmond Police Department,2021,251,627,7,47,0,2,192,63,0,3,2,3,2,0,0,21,0,0,64,5,0,5,1,48,177,18,0,2,60,147,3
Richmond Police Department,2022,206,697,5,33,0,6,125,48,0,4,1,9,0,0,0,17,0,0,26,7,1,2,3,25,135,12,0,0,44,127,3
Ridgecrest Police Department,2017,143,788,0,76,45,6,86,413,94,0,8,3,0,0,0,31,9,0,20,0,0,0,6,6,155,10,0,4,31,52,11
Ridgecrest Police Department,2018,137,797,2,74,17,35,92,328,93,1,6,12,0,0,0,25,14,0,17,2,0,0,2,7,184,9,0,1,28,43,10
Ridgecrest Police Department,2019,120,849,1,58,0,29,105,342,91,3,1,4,5,0,0,20,0,0,10,3,0,0,2,4,129,5,0,1,23,37,6
Ridgecrest Police Department,2020,164,975,4,55,0,15,108,389,30,2,3,4,0,0,0,25,6,0,17,1,0,0,0,9,135,7,0,4,23,34,22
Ridgecrest Police Department,2021,3,60,0,0,0,2,4,7,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,11,1,0,0,0,2,0
Ridgecrest Police Department,2022,50,627,0,34,0,27,85,124,0,1,7,20,0,0,0,37,2,0,9,3,0,0,0,8,122,19,0,0,28,30,0
Rio Dell Police Department,2017,29,30,0,1,1,2,21,41,21,0,3,3,0,0,0,0,3,0,3,0,0,0,0,0,30,1,0,0,4,11,0
Rio Dell Police Department,2018,10,20,0,0,1,1,3,40,25,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,18,0,0,1,3,4,1
Rio Dell Police Department,2019,15,20,1,7,0,1,21,31,29,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,16,0,0,0,1,8,1
Rio Dell Police Department,2020,15,23,0,5,0,2,24,57,34,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,18,3,0,0,6,4,1
Rio Dell Police Department,2021,1,23,0,0,0,3,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1
Rio Dell Police Department,2022,7,75,0,2,0,35,14,12,0,0,0,1,0,0,0,9,1,0,1,0,0,0,0,0,26,2,0,1,7,7,0
Rio Vista Police Department,2017,22,29,0,2,0,0,35,67,0,0,0,0,0,0,0,1,0,0,19,0,0,0,0,1,23,5,0,0,2,6,1
Rio Vista Police Department,2018,19,52,1,2,0,0,53,94,5,1,0,1,0,0,0,0,0,0,9,0,0,0,0,1,17,1,0,0,1,7,1
Rio Vista Police Department,2019,19,34,0,3,0,0,37,71,8,0,0,0,0,0,0,6,0,0,2,0,0,0,0,3,18,1,0,0,4,5,0
Rio Vista Police Department,2020,9,44,0,0,0,0,31,74,4,0,1,1,0,0,0,1,2,0,6,0,0,0,0,0,19,0,0,0,1,5,1
Rio Vista Police Department,2022,16,25,0,1,0,7,30,22,0,0,1,2,0,0,0,6,0,0,3,0,0,0,0,0,22,5,0,1,3,6,0
Ripon Police Department,2017,20,200,2,16,0,2,51,156,20,1,1,6,0,0,0,43,15,0,9,0,0,1,2,0,40,13,0,0,9,7,2
Ripon Police Department,2018,17,209,2,24,0,0,39,183,22,1,2,0,0,0,0,18,8,0,9,0,0,5,0,1,39,9,0,0,10,16,3
Ripon Police Department,2019,17,245,0,15,0,0,29,172,18,0,1,7,0,0,0,18,12,0,17,0,0,0,2,4,40,9,0,0,4,16,1
Ripon Police Department,2020,17,99,0,14,0,4,30,171,21,0,1,2,0,0,0,18,2,0,5,0,0,0,0,0,41,16,0,0,11,12,6
Ripon Police Department,2022,21,132,0,8,0,13,34,81,8,0,0,38,0,0,0,16,1,0,0,0,1,0,1,3,50,17,0,0,8,18,1
Riverside County Sheriff's Department,2017,585,632,9,138,1,24,34,1093,359,5,26,25,1,0,0,123,0,0,106,7,2,12,19,39,386,175,0,1,54,150,26
Riverside County Sheriff's Department,2018,550,560,5,124,10,12,29,747,348,4,18,39,0,0,0,117,0,0,83,13,2,0,13,42,366,168,0,1,65,126,33
Riverside County Sheriff's Department,2019,613,618,3,98,22,8,39,898,400,5,23,27,0,0,0,75,10,0,97,14,1,11,20,45,335,243,0,1,69,133,38
Riverside County Sheriff's Department,2020,597,629,12,117,0,17,69,961,396,5,9,18,0,0,0,72,1,0,87,17,3,127,25,43,328,175,0,2,92,134,32
Riverside County Sheriff's Department,2022,503,538,4,79,0,6,45,904,337,4,16,16,0,0,0,83,1,0,169,13,1,5,15,42,360,301,0,2,98,159,32
Riverside Police Department,2017,826,1743,12,407,7,15,578,1298,137,11,24,36,18,0,0,549,9,0,84,7,1,46,34,157,817,344,0,5,173,162,73
Riverside Police Department,2018,805,1717,13,249,2,12,547,1498,197,7,24,47,0,0,0,503,34,2,65,7,1,19,25,152,816,268,0,2,177,183,71
Riverside Police Department,2019,687,2089,11,394,0,15,444,1669,199,15,12,34,18,0,0,455,31,0,59,8,0,5,16,93,755,254,0,1,194,214,83
Riverside Police Department,2020,684,1934,16,144,0,16,428,1529,120,8,11,32,17,0,0,442,12,1,67,16,0,6,30,91,707,244,0,7,240,204,69
Riverside Police Department,2022,788,1979,21,132,0,10,690,1216,173,6,5,9,0,0,0,299,5,1,46,20,3,2,51,119,762,198,0,2,223,350,93
Rocklin Police Department,2017,55,55,0,65,0,0,88,186,48,1,2,8,0,0,0,40,1,0,26,0,0,11,0,9,46,11,0,0,4,17,5
